first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count
2021-01-13,"[16, 10759, 10765]",99071,Redo of Healer,['JP'],ja,回復術士のやり直し,"In a world of monsters, adventurers and magic, some of the most gifted healers are subjugated to brute force. Keyaru gains the ability to rewind time and turns the tables on those who’ve exploited him in this dark fantasy tale of vengeance and fury.",112.144,9.1,230
2021-01-12,"[16, 35, 10765]",109805,Azur Lane: Slow Ahead!,['JP'],ja,アズールレーン びそくぜんしんっ!,"This is a slightly peculiar world where the shipgirls live in. A lively and enjoyable school life for girls from different factions will begin at the naval port of Azur Lane. Living out their lives to the fullest, these girls get into various shenanigans—slowly but surely!",71.462,4.7,3
2021-01-11,[16],113780,WAVE!! -Let's go surfing!!-,['JP'],ja,WAVE!!～サーフィンやっぺ!!～,Follow the story of these beach boys who learned to love the ultimate sport of surfing!,62.449,9.0,1
2021-01-11,"[16, 35, 10759, 10765]",94664,Mushoku Tensei: Jobless Reincarnation,['JP'],ja,無職転生 ～異世界行ったら本気だす～,"34-year-old virgin loser is kicked out of his home by his family and realized that his life is completely over. As he regrets wasting his life, a truck runs him over and he died. When he wakes up... He’s in a world of sword and sorcery! Reborn as a baby named Rudeus, he decides that this time, he’ll live a life he won’t regret!",68.236,7.9,13
2021-01-11,"[16, 10759, 10765]",92401,Ex-Arm,['JP'],ja,エクスアーム,2014: Akira Natsume seems to almost have a phobia of electrical devices while also being very good at diagnosing them. He resolves to change himself for the better and get a girlfriend like his older brother did. ...But then Akira suddenly dies in an accident. 16 years later a special policewoman and her android partner retrieve and activate a highly advanced AI and superweapon called EX-ARM and put it into full control of their ship as a last resort. Turns out the AI is actually just Akira's brain!,89.345,5.5,2
2021-01-10,"[16, 10759]",110309,SK8 the Infinity,['JP'],ja,SK∞ エスケーエイト,"""S"" is a dangerous, top secret, no-holds-barred downhill skateboarding race down an abandoned mine. When avid skateboarder Reki takes Langa to the mountain where ""S"" is held, Langa, who’s never been on a skateboard in his life, finds himself sucked into the world of ""S"" and...?!",50.591,10.0,1
2021-01-10,"[16, 35]",110070,Horimiya,['JP'],ja,ホリミヤ,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?",136.692,8.4,12
2021-01-10,"[16, 35, 9648]",108952,Dr. Ramune: Mysterious Disease Specialist,['JP'],ja,怪病医ラムネ,"So long as people have hearts, there will be those with worries and concerns. Those hearts are then invaded by something strange, causing them to show strange physical symptoms. These ailments, called ""mysterious diseases,"" exist unseen to most people. Modern medicine offers no cure, but there is one doctor who fights these diseases along with his pupils. His name is Ramune. He looks nothing like a doctor, is foul-mouthed, and does whatever he pleases, but he has the ability to pinpoint the cause of the troubles hidden deep within his patients' hearts and cure their mysterious diseases.",60.767,6.0,1
2021-01-10,"[16, 10765]",107315,Aikatsu Planet!,['JP'],ja,アイカツプラネット！,"Its story is set in Aikatsu Planet, a world where everyone can become cute idols using an avatar. While spending school life, the main characters are aiming to become top idols. Everyday parts such as the main character's school life will be filmed in live-action, and the Aikatsu Planet! world will be drawn in anime and 3DCG (like the previous series). The live-action part's cast members will form a unit ""STARRY PLANET*"" and perform as idols at events and on YouTube. A new Data Carddass game linked to the TV series, ""Data Carddass Aikatsu Planet!"" is also scheduled to begin its service this winter.",2.162,0.0,0
2021-01-10,"[16, 10759]",101873,Cells at Work! Code Black,['JP'],ja,はたらく細胞BLACK,"Alcohol, smoking, and stress—in the body subjected to these irritants, the cells responsible for maintaining life seem to fight a war that never ends. Due to a severe shortage of workers, Red Blood Cell AA2153 has to quickly learn to deliver oxygen and collect carbon dioxide, even in dangerous conditions. Meanwhile, White Blood Cell U-1196 has to do her part by dealing with germs and viruses during life-threatening situations. In the midst of these crises, they have to work together to keep the body healthy, despite not knowing if their sacrifices will be worthwhile. Cells at Work! Code Black takes a different approach by showing the grittier side of the jobs our cells perform.",14.195,6.3,3
2021-01-10,[16],100935,Idoly Pride,['JP'],ja,IDOLY PRIDE,"High school student Kotono Nagase moves into a dorm with nine other aspiring idols, who quickly realize it takes more than cute choreography and cute outfits to advance in the idol-ranking VENUS program... where the top spot is held by Kotono’s older sister.",27.483,3.5,2
2021-01-10,"[16, 9648, 10759, 10765]",100022,Kemono Jihen,['JP'],ja,怪物事変,"When a series of animal bodies that rot away after a single night begin appearing in a remote mountain village, Inugami, a detective from Tokyo who specializes in the occult, is called to investigate.

While working the case, he befriends a strange boy who works in the field every day instead of going to school. Shunned by his peers and nicknamed ""Dorotabō"" after a yokai that lives in the mud, he helps Inugami uncover the truth behind the killings – but supernatural forces are at work, and while Dorotabō is just a nickname, it might not be the only thing about the boy that isn't human.",90.499,6.8,5
2021-01-10,[16],96042,Skate-Leading☆Stars,['JP'],ja,スケートリーディング☆スターズ,"Kensei Maeshima left figure skating behind, now only using his athleticism to help several high school teams. But his rival announces a shift to a team sport, bringing a kid familiar with Kensei’s past to offer him an invite to the world of skate-leading.",29.245,1.0,1
2021-01-09,[16],110371,WIXOSS DIVA(A)LIVE,['JP'],ja,WIXOSS DIVA(A)LIVE,,59.402,5.0,1
2021-01-09,"[16, 10759]",108977,Scar on the Praeter,['JP'],ja,プレイタの傷,"In the wake of a rebellion in the Akatsuki Special Ward of Tokyo, agents known as the Scard rise up to become the protectors of peace. With Divine Tattoos that each possess unique powers, they’ll have to fight to preserve their own definitions of justice.",25.26,0.0,0
2021-01-09,"[16, 35, 10759, 10765]",103157,The Hidden Dungeon Only I Can Enter,['JP'],ja,俺だけ入れる隠しダンジョン ～こっそり鍛えて世界最強～,"The Hidden Dungeon is a place of legend where rare treasures and items are hidden. Nor, the third son of an impoverished noble family who's lost the one job offer he had, was lucky enough to hear about this dungeon. He then acquires a skill that allows him to create, bestow, and edit skills... and in order to use it, he needs to accumulate points by carrying out such tasks as eating delicious meals and doing sexual things with alluring members of the opposite sex.",172.443,6.4,12
2021-01-09,"[16, 10759, 10765]",96942,Back Arrow,['JP'],ja,バック・アロウ,"Lingalind is a land enclosed by the Wall. The Wall covers, protects, cultivates, and nurtures the land. One day in Edger, a village on the outskirts of Lingalind, a mysterious man named Back Arrow appears. Arrow has lost his memory, but he claims that all he knows is that ""I came from outside the Wall.”",58.75,8.0,1
2021-01-08,"[16, 35]",110792,Idolls!,['JP'],ja,アイドールズ！,Go for Hoi Hoi Hall! This is the passionate but relaxed 10 day story of struggling idols who fight to fill a 100 seat concert hall!,37.693,0.0,0
2021-01-08,[16],105004,2.43: Seiin High School Boys Volleyball Team,['JP'],ja,2.43 清陰高校男子バレー部,"Kimichika Haijima was a strong junior high school volleyball team member. After getting into trouble with the team, he moved to his mother's hometown and reunites with his childhood friend, Yuni Kuroba. The two become an ace pair at volleyball, but in their last tournament, get into a big fight. Will they ever play volleyball together again?",68.221,8.8,4
2021-01-08,"[16, 35, 10759, 10765]",99618,"So I'm a Spider, So What?",['JP'],ja,蜘蛛ですが、なにか？,"I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts!",60.776,6.4,5
2021-01-08,"[16, 35, 18]",99083,Bottom-tier Character Tomozaki,['JP'],ja,弱キャラ友崎くん,"Tomozaki is one of the best gamers in Japan, and in his opinion, the game of real life is one of the worst. No clear-cut rules for success, horribly balanced, and nothing makes sense. But then he meets a gamer who's just as good as him, and she offers to teach him a few exploits...",66.055,5.5,2
2021-01-07,"[16, 35]",112895,ABCiee Working Diary,['JP'],ja,エビシー修業日記,"ABCiee is a bit klutzy and ditsy, but he's full of spunk and he starts his dream job at a TV station! This is a work comedy filled with all kinds of hijinks! ""I never knew it was so hard working at a TV station, ciee!"" Despite having to face the unknown rules of the TV business, unique coworkers, and guest stars who have very particular quirks, ABCiee takes them head on with his positivity. Work, love, family, whatever goes!! Please watch over ABCiee as he takes on the TV business.",10.476,0.0,0
2021-01-07,"[16, 35]",110651,Show By Rock!! Stars!!,['JP'],ja,SHOW BY ROCK!! STARS!!,,4.354,0.0,0
2021-01-07,"[16, 35, 10765]",105044,Heaven's Design Team,['JP'],ja,天地創造デザイン部,"I made the light, the water, and the earth below. Now it's time to make the life that dwells upon it. Actually... that sounds like a giant headache, so I'll contract it out! Heaven's Design Team is an agency that creates made-to-order life forms for their client, God. Why does this life form look like that? Why does this life form live this way? Watch the trials and successes of the designers and engineers forced to breathe life into God's absurd requests!",31.576,9.0,2
2021-01-07,"[16, 9648, 10759, 10765]",104852,Hortensia Saga,['JP'],ja,オルタンシア・サーガ,"Despite the constant threat of invasion by neighboring countries who covet Hortensia’s fertile lands, Hortensia has long managed to avoid the maelstrom of war thanks to its two main territories, the principalities of Olivier and Camelia, serving as its sword and shield. But on December 5, 767, Camelia suddenly rises in revolt against Hortensia...",68.365,0.0,0
2021-01-07,"[16, 10759, 10765]",104155,LBX Girls,['JP'],ja,装甲娘戦機,"In an unplanned field trip, Riko is transported to an alternate Japan where metal-based life forms known as Mimesis ravage the world. Only girls equipped with LBX armored weaponry can stand up to this scourge. Joined by four other displaced young women, Riko will have to adapt to save humanity. The hope of a planet now rests on these heavy metal soldiers who desire one wish—to return home again!",14.802,0.0,0
2021-01-06,[16],118885,水豚汤馆,['CN'],zh,水豚汤馆,,0.6,0.0,0
2021-01-06,[16],112667,I★Chu: Halfway Through the Idol,['JP'],ja,アイ★チュウ HALFWAY THROUGH THE IDOL,"Youths aiming to become full-fledged idols enroll in the Étoile Vio School where the students are called IChu. But soon after they begin, Kuma Kocho gets them off to a rocky start with a single phrase...?! As they each work toward their individual goals, their activities as idols make the IChu begin to wonder... ""What is an idol?"" In their struggle to find an answer, the springtime of the IChu's lives is whittled out in glittering moments and flashes of brilliance. Their story begins now!",42.58,5.0,1
2021-01-07,[16],116181,Ajisai no Chiru Koro ni,['JP'],ja,紫陽花の散ル頃に,Yuuta Yamano and Shinomiya Natsuha are dating. But it seems that he has no idea that she is hiding a secret relationship that gives her more satisfaction than dating him.,3.719,0.0,0
2021-01-05,"[16, 10762]",111474,Gabby's Dollhouse,['US'],en,Gabby's Dollhouse,This colorful series leads preschoolers room to room through a fantastical dollhouse of delightful mini-worlds and irresistible kitty characters.,1.937,10.0,1
2021-01-05,"[16, 10765]",110207,Gekidol,['JP'],ja,ゲキドル,"Five years after a mystifying disaster decimates cities across the globe, Seria Morino receives an invitation to join Alice in Theater, a small stage troupe that takes it upon themselves to brighten the world through their performances.",55.05,0.0,0
2021-01-04,"[16, 35, 10759, 10765]",100825,Suppose a Kid From the Last Dungeon Boonies Moved to a Starter Town?,['JP'],ja,たとえばラストダンジョン前の村の少年が序盤の街で暮らすような物語,"Lloyd is a novice adventurer whose dream is to discover ""true strength"" in the capital he's always admired, despite growing up with neighbors who always considered him weak. The story starts with him departing from his hometown, which just so happens to be located right next to...one of the most dangerous dungeons in the world?!",48.222,8.7,6
2021-01-04,"[16, 9648, 10759, 10765]",100077,Otherside Picnic,['JP'],ja,裏世界ピクニック,"Friendless college girl Sorawo finds a door to another world one day - a strangely post-apocalyptic-feeling Otherside with serene emptiness, which becomes her new “special place.” There, she meets one other human, the beautiful and independent Toriko, and they explore the abandoned Otherside together.",32.414,10.0,2
2021-01-03,"[16, 35]",113360,Jimihen!! Pure Heterosexual Exchange That Changes a Reserved Girl,['JP'],ja,じみへんっ!!～地味子を変えちゃう纯异性交遊～,"The story follows Rena Yukuhasahi, a reserved office lady and Ryouhei Hachiya, a businessman and fellow colleague. Yukuhasahi appears to be the most reserved girl in the company, but becomes a super beautiful woman when she dresses up. Flustered in the presence of her transformed self, Hachiya insists on taking her out, only to find themselves in front of a love hotel.",14.949,6.6,5
2021-01-03,"[16, 35]",93221,The Great North,['US'],en,The Great North,"Follow the Alaskan adventures of the Tobin family as a single dad does his best to keep his weird bunch of kids close, especially as the artistic dreams of his only daughter lead her away from the family fishing boat and into the glamorous world of the local mall.",5.627,5.9,7
2021-01-02,[16],116055,John Dillermand,['DK'],da,John Dillermand,,0.6,0.0,0
2021-01-01,"[99, 16]",114419,Headspace Guide to Meditation,['US'],en,Headspace Guide to Meditation,"The series shows how meditation can help in your daily life. From tackling stress to embracing gratitude, each episode first teaches the basics and techniques of the practice, and then concludes with a guided meditation. Push play, close your eyes, and explore the many benefits of meditation.",4.102,9.5,2
2021-01-01,"[16, 35]",112501,Cute Executive Officer,['JP'],ja,幼女社長,"She’s not a genius. She’s not a prodigy. Heck, she’s not even old enough to vote! But somehow Najimu Mujina scored a totally above-average job as the president and “CEO” of the Mujina Company, where she navigates the world of adults with infectious, bright-eyed charm and enthusiasm. Whether it’s golfing with colleagues, negotiating contracts or pestering her executive assistant, Yuki, her hilarious antics are sure to captivate audiences of all ages.",3.189,0.0,0
2021-01-01,"[16, 10759, 10765]",93655,Allied Air Force Magical Idols Luminous Witches,['JP'],ja,連盟空軍航空魔法音楽隊ルミナスウィッチーズ,,0.833,0.0,0
2020-12-31,"[16, 35, 18]",115651,长安幻街,['CN'],zh,长安幻街,,0.613,0.0,0
2020-12-30,"[16, 10759, 10765]",117682,Transformers: War for Cybertron: Earthrise,['US'],en,Transformers: War for Cybertron: Earthrise,"While Megatron takes drastic measures to save the Decepticons, the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark.",9.355,8.1,37
2020-12-30,"[16, 10765]",115547,星骸骑士,['CN'],zh,星骸骑士,,1.111,0.0,0
