,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,vote_average,vote_count,year,cleaned_name
5948,1981-04-16,"[16, 10759]",34839,Queen Millennia,['JP'],ja,新竹取物語 1000年女王,"Queen Millennia is a manga series by Leiji Matsumoto which was serialized from 28 January 1980 through 11 May 1983 in both the Sankei Shimbun and Nishinippon Sports newspapers. The manga series was adapted into a 42-episode anime TV series by Toei Dōga and broadcast on the Fuji TV network from 16 April 1981 through 25 March 1982. An anime film was released on 13 March 1982 shortly before the TV series ended.

The anime series was combined by Harmony Gold and Carl Macek with episodes from the 1978 Matsumoto series, Space Pirate Captain Harlock, and shown from 1985 to 1986 in the United States as the 65-episode Captain Harlock and the Queen of a Thousand Years. The series was broadcast in Germany on Tele 5 during 1992 and on Mangas in France in 2004.",4.933,0.0,0,1981.0,新竹取物語1000年女王
5949,1981-04-08,"[16, 35, 10765]",37567,Dr. Slump,['JP'],ja,Dr.スランプ アラレちゃん,"Dr. Slump is a Japanese manga series written and illustrated by Akira Toriyama. It was serialized in Shueisha's anthology magazine Weekly Shōnen Jump from 1980 to 1984, with the chapters collected into 18 tankōbon volumes. The series follows the humorous adventures of the little girl robot Arale Norimaki, her creator Senbei Norimaki, and the other residents of the bizarre Penguin Village.

The manga was adapted into an anime television series by Toei Animation that ran on Fuji TV from 1981 to 1986 consisting of 243 episodes. A remake series was created thirteen years after the manga ended, consisting of 74 episodes it was broadcast from 1997 to 1999. The series has also spawned novels, video games and many animated films.",28.746,8.6,32,1981.0,drスランプアラレちゃん
5951,1981-04-07,[16],37526,Little Women,['JP'],ja,若草の四姉妹,"In the United States, the Civil War has just broken and Mr March, a physician and father of four daughters, went to the front. Madam March remains alone with her four daughters: the eldest Margaret (Meg), Josephine (Jo) budding writer, a real boy failed, Elisabeth (Beth), the timid passionate piano, and the latest addition, Amy, who loves to draw. The four girls will quickly get to know their neighbor Mr. Lawrence, which they had a little scared at first, but also to his grandson Laurie who at the age of Jo. Together, they go through many hardships, more or less happy, the furies of Aunt March, jealousies, the joys and the war in fabric background, hoping that their father will come back safe and sound...",0.99,2.0,1,1981.0,若草の四姉妹
5952,1981-04-07,[16],10108,Belle and Sebastian,['JP'],ja,名犬ジョリィ,"Belle and Sebastian is an anime adaption of a series of French novels called Belle et Sébastien by Cécile Aubry. The series ran on the Japanese network NHK from April 7, 1981 – June 22, 1982. It consists of 52 episodes and was a co-production of MK Company, Visual 80 Productions and Toho Company, Ltd.. Toshiyuki Kashiwakura was the head writer and character designs were by Shuichi Seki. The show was broadcast on French and Japanese television in 1981, with American cable network Nickelodeon picking it up in 1984. In the United Kingdom, it aired on Children's BBC in 1989 and 1990.

This anime used many staffers from Nippon Animation's World Masterpiece Theater franchise, thus the look and feel is similar to that of a WMT production even though Nippon Animation itself was not involved with this series.

The series has been aired in many countries outside Japan and has been dubbed and subtitled in English and numerous other languages.",2.24,7.1,7,1981.0,名犬ジョリィ
5953,1981-04-03,"[16, 18]",20895,愛の学校クオレ物語,['JP'],ja,愛の学校クオレ物語,"Ai no Gakko Cuore Monogatari is an anime, based on the novel ""Cuore, Libro per i Ragazzi"" by Edmondo de Amicis.",1.21,0.0,0,1981.0,愛の学校クオレ物語
5954,1981-03-07,[16],45318,Hello! Spank,['JP'],ja,おはよう!スパンク,"Morimura Aiko is a junior high school student who is short for her age. Her father went on a yacht ten years ago and his whereabouts remained in obscurity. Her mother, a designer for hats, left for Paris, leaving Aiko in the care of her uncle, Mr Fujinami. Aiko had a pet dog, Papi, but it died in a car accident. Around the same time, another dog, Spank, appears before her. Having gone through so many unfortunate events in her life, Spank's presence begins to brighten up Aiko's life and put a smile on her face.",0.958,9.0,2,1981.0,おはようスパンク
5955,1981-03-06,"[16, 18, 10759, 18]",9723,Hello! Sandybell,['JP'],ja,ハロー！サンディベル,"Hello! Sandybell is an anime series made by Toei Animation in 1981. It was aired in Japan by TV Asahi.

In the original title when it is made in Japan, her name is the spelling to which ""E"" is attached to an end by ""Sandybelle"".

Similarly to Silver Fang, the show is relatively unknown in the U.S. but was quite popular in Asia, Latin America, Arab countries and Europe, particularly Scandinavia.",3.12,8.5,6,1981.0,ハローサンディベル
5956,1981-03-04,[16],13784,Beast King GoLion,['JP'],ja,百獣王ゴライオン,"Golion, a powerful sentient robot, abuses his great powers by attacking and killing creatures known as Deathblack Beastmen, boasting that no one could defeat him. A divine space being punishes Golion for his arrogance and abuse by seperating him into 5 different lion robots. In the year 1999, a group of 5 young men return to Earth after a space voyage, only to find it ravaged by nuclear war. After encountering the alien race known as the Galra, the 5 youths end up on the planet Altea, and learn that the 5 lion robots that Golion was split into are in hibernation in various parts of Altea. Somehow, they must reunite the lions and form Golion, the only hope for the human race.",4.37,10.0,1,1981.0,百獣王ゴライオン
5957,1981-02-25,[16],8879,Space Emperor God Sigma,['JP'],ja,宇宙大帝ゴッドシグマ,"Space Emperor God Σ is an anime series aired from 1980 to 1981. There were 50 episodes. It is also referred to as ""God Σ Empire of Space"" and ""Space Combination God Σ"".",3.976,0.0,0,1981.0,宇宙大帝ゴッドシグマ
5959,1981-02-07,"[16, 10759]",45050,Yattodetaman,['JP'],ja,ヤットデタマン,"Two royal houses battle for the power to rule the Kingdom of Fir. In order to secure the Kingdom, two representatives go back in time to find the mythical Firebird, which will allow its bearer to become the rightful ruler.",3.402,0.0,0,1981.0,ヤットデタマン
5960,1981-01-04,"[16, 10759]",37799,The Swiss Family Robinson: Flone of the Mysterious Island,['JP'],ja,家族ロビンソン漂流記 ふしぎな島のフローネ,"Flone and her family were on their way to Australia from Switzerland when their ship wrecked and they landed on an inhabited island. Relying on a strong conviction that they will return one day, the Family Robinson made a house on top of a tree and live on whatever resources available to them. Through the cooperation of each and every member, the family managed to survive on the island and eventually did return back to Australia.",5.542,8.3,3,1981.0,家族ロビンソン漂流記ふしぎな島のフローネ
5968,1980-10-09,[16],83660,ほえろブンブン,['JP'],it,ほえろブンブン,,0.6,0.0,0,1980.0,ほえろブンブン
5971,1980-10-03,"[16, 10765]",44461,The New Adventures of Gigantor,['JP'],ja,鉄人28号,"New Tetsujin-28, also known as The New Adventures of Gigantor in the US, is the color modern style remake of Tetsujin 28-go. It was later adapted in 1993. Fred Ladd and the TMS animation studio converted the series into The New Adventures of Gigantor and had it broadcast on America's Sci-Fi Channel from September 9, 1993 to June 30, 1997. In January 2012 New Tetsujin-28 was announced to appear in Super Robot Wars Z2: Regeneration Chapter.",1.879,7.0,2,1980.0,鉄人28号
5972,1980-10-01,"[10759, 16, 10765]",23022,Astro Boy,['JP'],ja,鉄腕アトム,"In 2030 AD, after being abandoned by his creator, a young boy robot is rescued by an Android Advocate, Dr Elefun, who adopts him as his own and guides him in the use of his special powers to aid and protect mankind and robot-kind.",10.291,7.6,34,1980.0,鉄腕アトム
5974,1980-09-07,[16],76212,"Muteking, The Dashing Warrior",['JP'],ja,とんでも戦士ムテキング,,1.4,6.0,1,1980.0,とんでも戦士ムテキング
5976,1980-09-02,[16],66251,Kaibutsu-kun,['JP'],ja,怪物くん,"The story of the prince of the land of monsters. As part of his training to succeed the throne, he visits the human world, where he has various adventures with other monsters.",1.999,8.5,2,1980.0,怪物くん
5978,1980-07-16,"[16, 35, 18]",43223,Do Your Best Genki,['JP'],ja,がんばれ元気,"Do Your Best Genki is a sports manga by Yū Koyama about Horiguchi Genki, a boy who is raised by a single father, and who wants to be a boxer like him. It was adapted as an anime television series by Toei Animation. The manga received the Shogakukan Manga Award for shōnen in 1977.",1.653,7.0,1,1980.0,がんばれ元気
5979,1980-07-05,[16],73616,"Ruy, the Little Cid","['JP', 'ES']",es,"Ruy, El pequeño Cid","The youth of Rodrigo Díaz de Vivar, the historical Spanish hero and nobleman, known as El Cid.",0.6,5.7,3,1980.0,ruyelpequeñocid
5980,1980-06-30,"[16, 878, 10759]",19645,宇宙戦士 バルディオス,['JP'],ja,宇宙戦士 バルディオス,Space Warrior Baldios is a Japanese super robot mecha anime series from 1980.,1.96,0.0,0,1980.0,宇宙戦士バルディオス
5982,1980-05-08,"[16, 10765, 10768, 10759]",13465,Space Runaway Ideon,['JP'],ja,伝説巨神イデオン,Space Runaway Ideon is a 1980 anime television series produced by Sunrise.,3.193,0.0,0,1980.0,伝説巨神イデオン
5983,1980-04-07,[16],44033,Fisherman Sanpei,['JP'],ja,釣りキチ三平,"Mihira Sanpei talks with a Tohou accent and is a down-to-earth boy with a cheerful and optimistic personality. However, when it comes to fishing, he becomes very serious and is a youth who enjoys fishing more than anything else. The village where he lives in is a natural environment which provides different kinds of fishing challenges. Despite his lack of experience, Sanpei has a first-rate sense with regards to fishing and decides to maxmise his potential by entering into different fishing contests. As he faces various challenges, he learns to solve difficult problems and learn from his mistakes to the extent that he is able to fish anything out of the waters. Along the way, he encounters all kinds of rivals and companions who increase his experience points and help him in his growth.",4.943,3.0,1,1980.0,釣りキチ三平
5986,1980-02-15,"[16, 35]",43549,Lalabel,['JP'],ja,魔法少女ララベル,"Lalabel, also known as Lalabel, The Magical Girl or Magical Girl Lalabel, is a magical girl anime by Toei Animation.

A 15 minutes long ""movie"" special called Magical Girl Lalabel: the Sea Calls for a Summer Vacation was also created, it aired in Japan in July 1980.",3.683,0.0,0,1980.0,魔法少女ララベル
5988,1980-02-02,"[16, 10765]",20213,Trider G7,['JP'],ja,無敵ロボ トライダーＧ７,"Trider G7, known in Japan as Invincible Robo Trider G7, was a Japanese anime television series which aired from 1980 to 1981. There were 50 episodes. It was also referred to as ""Trider G7"", ""Unchallengeable Trider G7"" and ""Tryder G7"", ""Bird Attack Tryder G7"", ""Unrivaled Robot Trider G7"".",2.544,0.0,0,1980.0,無敵ロボトライダー
5989,1980-01-09,"[16, 10759]",9659,Maeterlinck's Blue Bird: Tyltyl and Mytyl's Adventurous Journey,['JP'],ja,メーテルリンクの青い鳥 チルチルミチルの冒険旅行,"Set in a German-speaking country in the seventies, brother and sister Tyltyl and Mytyl live with their parents, a dog and a cat. When their mother becomes seriously ill on Christmas Day, Tyltyl and Mytyl receive the visit of Berylune fairy. It entrusts them with the task of finding the “blue bird”, the bearer of happiness, making them able to heal the mother. With their dog Tyrol, cat Shanet, and a range of spirits, they set out on a journey to find the “blue bird” and maybe learn happiness along the way.",1.4,0.0,0,1980.0,メーテルリンクの青い鳥チルチルミチルの冒険旅行
