,name,overview,anilist_genres,origin_country,original_language,original_name,first_air_date,year,total_fans,combined_average_score,tmdb_popularity,tmdb_users,vote_average,anilist_users,anilist_average_score,source_material,is_adult,tmdb_id,anilist_id
10,86,"The Republic of San Magnolia has been attacked by its neighbor, the Empire. Outside the 85 districts of the Republic there is the ‘non-existent 86th district,’ where young men and women continue to fight. Sheen directs the actions of young suicide bombers, while Lena is a ‘curator’ who commands a detachment from a remote rear. The story of the tragic struggle between these two begins!","['Drama', 'Sci-Fi']",['JP'],ja,86―エイティシックス―,2021-04-11,2021,2364.0,85.0,2.137,0,0.0,2364.0,85.0,ORIGINAL,False,100565,98610.0
11,Yuuki Yuuna wa Yuusha de Aru Churutto!,,"['Comedy', 'Slice of Life']",['JP'],ja,結城友奈は勇者である ちゅるっと！,2021-04-10,2021,578.0,0.0,2.146,0,0.0,578.0,,VIDEO_GAME,False,117786,119042.0
12,Battle Athletess Daiundoukai ReSTART!,,"['Action', 'Adventure', 'Sci-Fi', 'Sports']",['JP'],ja,バトルアスリーテス 大運動会ReSTART!,2021-04-10,2021,408.0,0.0,1.928,0,0.0,408.0,,MANGA,False,108460,120534.0
13,The World Ends with You: The Animation,,"['Action', 'Supernatural']",['JP'],ja,すばらしきこのせかい The Animation,2021-04-10,2021,6131.0,0.0,2.908,0,0.0,6131.0,,VIDEO_GAME,False,105249,120376.0
14,I've Been Killing Slimes for 300 Years and Maxed Out My Level,"An at-home comedy about a powerful girl who doesn’t work too hard!

After dying of overwork in the real world, I’m reincarnated as an immortal witch, and I spend 300 years enjoying a relaxing life. At some point, though, I end up at level 99! All those years spent killing slimes to make the money to pay the bills gave me a ton of experience points… Rumors of the level 99 witch spread, and soon I’m up to my ears in curious adventurers, duelist dragons, and even a monster girl calling me her mom! “This isn’t a dojo, so don’t come here to fight me…!” I’ve never been on an adventure, but I’m the strongest in the world… What’s going to happen to my relaxing life?!","['Adventure', 'Fantasy', 'Slice of Life']",['JP'],ja,スライム倒して300年、知らないうちにレベルMAXになってました,2021-04-10,2021,12374.0,0.0,20.8,0,0.0,12374.0,,LIGHT_NOVEL,False,99073,112608.0
15,Blue Reflection Ray,,['Fantasy'],['JP'],ja,BLUE REFLECTION RAY/澪,2021-04-09,2021,965.0,0.0,1.706,0,0.0,965.0,,VIDEO_GAME,False,118610,129814.0
16,Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,,"['Mahou Shoujo', 'Slice of Life']",['JP'],ja,Fairy蘭丸～あなたの心お助けします～,2021-04-08,2021,493.0,0.0,2.696,0,0.0,493.0,,ORIGINAL,False,116224,128399.0
17,Bakuten!!,"The story follows Shōtarō Futaba, a boy who's fascinated with men's rhythmic gymnastics and enrolled at the Soshukan High School to join the school's team. The story follows a team of unique seniors and Yoshiya Misato, a classmate who's famous in high school rhythmic gymnastics tournaments, who run together toward one goal.",['Sports'],['JP'],ja,バクテン!!,2021-04-08,2021,3293.0,0.0,21.525,0,0.0,3293.0,,ORIGINAL,False,112601,125839.0
18,The Way of the Househusband,"Tatsu, a notorious and feared yakuza leader nicknamed ""The Immortal Dragon,"" withdraws from the criminal syndicate and becomes a housekeeper to help his wife, Miku. The series features a variety of comedic settings, typically showing Tatsu's domestic activities and intimidating inequality with his looks, as well as multiple encounters with his former colleagues and rivals in the Japanese Criminal Syndicate.","['Comedy', 'Slice of Life']",['JP'],ja,極主夫道,2021-04-08,2021,24980.0,82.0,11.467,0,0.0,24980.0,82.0,ORIGINAL,False,112160,101233.0
19,Full Dive: This Ultimate Next-Gen Full Dive RPG is Even Shittier than Real Life!,"In an unexpected turn of events, dull high school student Hiro Yuuki obtains the full dive role-playing game Kiwame Quest. Created by the best of technology, the game claims to take ""reality to its extremes,"" from stunning graphics, NPCs' behavior, to the scent of vegetation, and even the sensation of wind brushing against the skin—everything was the result of an ultimate workmanship. Except, the game is a little too realistic and messy to clear. Kiwame Quest features over ten quadrillion flags and reflects the players' real-life physical abilities in the game. Being hit in the game also hurts in real life and slash wounds take days to heal. The only reward here is the sense of accomplishment. Conquer the most stressful game in history that can't be played casually!",,['JP'],ja,慎重勇者」の土日月が贈る 新作ライトノベル 「#究極進化したフルダイブRPGが現実よりもクソゲーだったら,2021-04-07,2021,0.0,0.0,11.613,0,0.0,,,,,114198,
20,Super Cub,"Koguma is a high school girl in Yamanashi. She has no parents, friends, or hobbies, and her daily life is empty. One day, Koguma gets a used Honda Super Cub motorcycle. This is her first time going to school on a motorcycle. Running out of gas and hitting detours become a small source of adventure in Koguma's life. She is satisfied with this strange transformation, but her classmate Reiko ends up talking to her about how she also goes to school by motorcycle. One Super Cub begins to open up a lonely girl's world, introducing her to a new everyday life and friendship.",['Slice of Life'],['JP'],ja,スーパーカブ,2021-04-07,2021,220.0,70.0,10.564,0,0.0,220.0,70.0,LIGHT_NOVEL,False,95631,107315.0
21,The Slime Diaries: That Time I Got Reincarnated as a Slime,"""Dear diary… I got reincarnated as a slime.""

Even in another world, lives aren't always on the line. There's plenty of work to be done, from feeding the community and forging the items the community needs; as well as plenty of play ...and hijinks throughout! Join Rimuru and friends as they kick back and enjoy their daily lives.","['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",['JP'],ja,転スラ日記 転生したらスライムだった件,2021-04-06,2021,915.0,75.0,8.906,0,0.0,915.0,75.0,LIGHT_NOVEL,False,118541,104822.0
22,Joran The Princess of Snow and Blood,"The year is 1931. Prince Tokugawa Yoshinobu is 94 years old and holds absolute control over Japan. Remnants of the Meiji era’s culture can be seen around the city, but scientific technology and Japanese esoteric cosmology Onmyodo are also developing, exuding a sense of modernity. Yet lurking behind the glitz is Kuchinawa, a dissident group planning the assassination of the prince, and effectively the fall of the regime. Tasked to extinguish these dissidents is Nue, the government’s secret executioner group. Sawa Yukimura, who works for this organization, suffered from an early age at the hands of the Kuchinawa boss. Her entire family was murdered and she dedicated her life to avenging their death.",['Action'],['JP'],ja,擾乱　THE PRINCESS OF SNOW AND BLOOD,2021-04-06,2021,4094.0,0.0,3.681,0,0.0,4094.0,,ORIGINAL,False,117945,129664.0
23,Odd Taxi,"""So, where to?""

This town should look familiar, but suddenly, it's not.

The taxi driver Odokawa lives a very mundane life. He has no family, doesn't really hang out with others, and he's an oddball who is narrow-minded and doesn't talk much. The only people he can call his friends are his doctor, Gouriki and his classmate from high school, Kakibana.

All of his patrons seem to be slightly odd themselves. The college student who wants the world to notice him online, Kabasawa. A nurse with secrets named Shirakawa. A comedy duo that just can't catch a break named the Homosapiens. A local hoodlum named Dobu. An idol group that's just starting out named Mystery Kiss... All these mundane conversations somehow eventually lead to a girl who's gone missing.","['Drama', 'Mystery']",['JP'],ja,オッドタクシー,2021-04-06,2021,1509.0,0.0,7.636,0,0.0,1509.0,,ORIGINAL,False,116727,128547.0
24,The Saint's Magic Power is Omnipotent,"Sei, a 20-year-old workplace employee, is whisked away to a complete new world. Unfortunately for Sei, the ritual that summoned her—meant to produce a “Saint” who would banish the darkish magic—introduced two folks over as an alternative of 1. And everybody prefers the second woman over Sei?! But this is simply high quality by Sei, who leaves the royal palace to arrange store making potions and cosmetics along with her newfound magic. Business is booming, and this may not be such a nasty life, in any case…so long as her supposed Sainthood does not come again to hang-out her.","['Fantasy', 'Romance', 'Slice of Life']",['JP'],ja,聖女の魔力は万能です,2021-04-06,2021,184.0,72.0,18.577,0,0.0,184.0,72.0,ORIGINAL,False,115236,101502.0
25,Mars Red,"It's the year 1923, and vampires have existed for quite a while. But now, the number of vampires is increasing and a mysterious, artificial blood source called Ascra has appeared. The Japanese government, in turn, creates ""Code Zero,"" a unit within the army tasked with taking down the vampiric forces. And what better way to track vampires than by using vampires? Created by Lieutenant General Nakajima, this unit has historically been in the business of information war, but has been re-assigned to solve the vampire crisis.","['Action', 'Sci-Fi', 'Supernatural']",['JP'],ja,MARS RED,2021-04-06,2021,6806.0,0.0,11.648,0,0.0,6806.0,,OTHER,False,99099,115183.0
26,I Shaved. Then I Brought a High School Girl Home.,"Office worker Yoshida has been crushing on his coworker, Airi Gotō, for five years. Despite finally scoring a date with her, his confession is promptly rejected. Drunk and disappointed, he stumbles home, only to find a high school girl sitting on the side of the road. The girl, needing a place to stay the night, attempts to seduce Yoshida. Despite rejecting her advances, he nevertheless invites her into his apartment.

The next morning, the girl, introducing herself as Sayu Ogiwara, reveals that she has run away from Hokkaido all the way to Tokyo. During her six-month spree, she continually traded sexual favors for a roof over her head. Yoshida, however, remains unswayed by her seduction. Instead, he has her do a different kind of work—one that entails washing dishes and doing laundry. And so, a touching relationship between a heartbroken adult and a runaway high school girl begins.","['Romance', 'Slice of Life']",['JP'],ja,ひげを剃る。そして女子高生を拾う。,2021-04-05,2021,1340.0,81.0,16.566,0,0.0,1340.0,81.0,ORIGINAL,False,106519,104505.0
27,It's Disgusting to Call This Love,,"['Comedy', 'Romance']",['JP'],ja,恋と呼ぶには気持ち悪い,2021-04-05,2021,876.0,67.0,1.925,0,0.0,876.0,67.0,,False,98309,96866.0
28,Mazica Party,"The franchise's story centers on wizards who gather mazica in order to save the world. Junior high school student Kezuru wakes up after a strange dream featuring himself as a wizard, a creature called ""mazin,"" and a mysterious girl. The next day, his friend Kuracchi proudly shows off the newly launched Mazica Party card game. To Kezuru's shock, all the characters drawn in the game's cards are just like the ones in his dream.",['Adventure'],['JP'],ja,マジカパーティ,2021-04-04,2021,54.0,0.0,1.403,0,0.0,54.0,,OTHER,False,119977,130512.0
29,黒ギャルになったから親友としてみた。,,['Hentai'],['JP'],ja,黒ギャルになったから親友としてみた。,2021-04-04,2021,536.0,0.0,3.952,0,0.0,536.0,,MANGA,True,118588,129801.0
30,Seven Knights Revolution: Eiyuu no Keishousha,,"['Action', 'Fantasy']",['JP'],ja,セブンナイツ レボリューション -英雄の継承者-,2021-04-04,2021,709.0,0.0,3.303,0,0.0,709.0,,VIDEO_GAME,False,118151,129386.0
31,"Farewell, My Dear Cramer",,"['Drama', 'Sports']",['JP'],ja,さよなら私のクラマー,2021-04-04,2021,704.0,73.0,5.323,0,0.0,704.0,73.0,ORIGINAL,False,108478,87440.0
32,Dragon Goes House-Hunting,"When a dragon fails to live up to the fearsome standards set for him, his family kicks him out. He embarks on a quest to find a new home, but soon finds that life on the road is no place for a cowardly beast of legend. In a fantasy world full of elves, dwarves, and other mythical creatures, where everyone wants a piece of him, the frustrations of house-hunting reach a whole new level.","['Comedy', 'Fantasy']",['JP'],ja,ドラゴン、家を買う。,2021-04-04,2021,307.0,62.0,3.549,0,0.0,307.0,62.0,ORIGINAL,False,103249,99533.0
33,Combatants Will Be Dispatched!,"It's tough being on the front lines for an evil organization, and nobody knows this better than No. 6, a Combatant for the Kisaragi Secret Society. Dispatched to a distant alien world on a reconnaissance mission, he's got a new android partner, but how are you supposed to plan an interstellar invasion--of a fantasy world?!","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Sci-Fi']",['JP'],ja,戦闘員、派遣します！,2021-04-04,2021,2250.0,69.0,11.592,0,0.0,2250.0,69.0,LIGHT_NOVEL,False,100567,101808.0
34,Vivy: Fluorite Eye's Song,,['Sci-Fi'],['JP'],ja,Vivy -Fluorite Eye's Song-,2021-04-03,2021,4714.0,0.0,6.556,0,0.0,4714.0,,ORIGINAL,False,116725,128546.0
35,Those Snow White Notes,"When Setsu's grandfather died, so did Setsu's ""sound""—his unique creative spark. Grieving, he goes to Tokyo to find himself...but manages to become totally, literally lost on his first day. Only a chance meeting with Yuna—aka Yuka, the hostess—saves him from being robbed. At first glance their lives seem totally different, but they're both striving for their dreams—hers, of being an actress, and his, of developing his talent with the shamisen—and it could just be that life in the raucous, unfeeling urban sprawl of Tokyo could just be what binds their fates together...","['Drama', 'Music']",['JP'],ja,ましろのおと,2021-04-03,2021,149.0,72.0,13.597,0,0.0,149.0,72.0,ORIGINAL,False,106782,53115.0
36,Burning Kabaddi,,"['Action', 'Comedy', 'Drama', 'Sports']",['JP'],ja,灼熱カバディ,2021-04-03,2021,4914.0,0.0,10.599,0,0.0,4914.0,,MANGA,False,105721,120859.0
37,Let's Make a Mug Too,,['Slice of Life'],['JP'],ja,やくならマグカップも,2021-04-02,2021,1505.0,0.0,2.263,0,0.0,1505.0,,MANGA,False,106611,122148.0
38,SSSS.DYNAZENON,,"['Action', 'Mecha', 'Sci-Fi']",['JP'],ja,SSSS.DYNAZENON,2021-04-02,2021,6377.0,0.0,21.017,0,0.0,6377.0,,ORIGINAL,False,96451,113950.0
39,Godzilla Singular Point,"When danger comes up from the depths, only young geniuses Mei, Yun, and their team can face the threat.",[],['JP'],ja,ゴジラS.P＜シンギュラポイント＞,2021-04-01,2021,2798.0,0.0,39.575,0,0.0,2798.0,,ORIGINAL,False,111177,124786.0
40,Shaman King,,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",['JP'],ja,シャーマンキング,2021-04-01,2021,27809.0,74.0,33.502,0,0.0,27809.0,74.0,MANGA,False,104699,154.0
41,Oshiete Hokusai! The Animation,,"['Comedy', 'Fantasy', 'Slice of Life']",['JP'],ja,おしえて北斎！-THE ANIMATION-,2021-03-07,2021,40.0,65.0,2.176,0,0.0,40.0,65.0,MANGA,False,112795,130707.0
42,トロピカル～ジュ!プリキュア,,,['JP'],ja,トロピカル～ジュ!プリキュア,2021-02-28,2021,0.0,0.0,1.828,0,0.0,,,,,119787,
43,High Rise Invasion,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.","['Action', 'Horror', 'Mystery']",['JP'],ja,天空侵犯,2021-02-25,2021,8955.0,69.44100502512562,71.62,81,8.2,8874.0,70.0,ORIGINAL,False,112163,85388.0
44,Kiyo in Kyoto: From the Maiko House,"Kiyo and Sumire came to Kyoto from Aomori Prefecture, dreaming of becoming maiko. But after an unexpected turn of events, Kiyo starts working as the live-in cook at the Maiko House. Their story unfolds in Kagai, the Geiko and maiko district in Kyoto, alongside their housemate maikos. Kiyo nourishes them daily with her homecooked meals, and Sumire strives toward her promising future as the once-in-a-century maiko.",['Slice of Life'],['JP'],ja,舞妓さんちのまかないさん,2021-02-25,2021,1177.0,78.0,39.004,0,0.0,1177.0,78.0,,False,101242,98889.0
45,Demon Slayer Academy Valentine Chapter,Valentine's Day special for Kimetsu no Yaiba.,['Comedy'],['JP'],ja,キメツ学園 バレンタイン編,2021-02-14,2021,2024.0,68.0,12.591,0,0.0,2024.0,68.0,,False,118405,129627.0
46,Vlad Love,"Mitsugu Bamba is a high school girl who is crazy about donating her blood, to the point that she feels compelled to visit a local blood bank despite the unfriendly nurse. One day, Mitsugu encounters a beautiful girl there who looks like she has come from overseas. The girl is so pale that she appears ready to faint. Instead, she suddenly starts trashing the blood bank. The girl then loses consciousness and so Mitsugu takes her home...","['Comedy', 'Supernatural']",['JP'],ja,ぶらどらぶ,2021-02-14,2021,6790.0,56.96924889543446,111.207,4,4.8,6786.0,57.0,VISUAL_NOVEL,False,95203,110200.0
47,異能のアイシス,,,['JP'],ja,異能のアイシス,2021-02-13,2021,0.0,0.0,1.062,0,0.0,,,,,118465,
48,D4DJ: Petit Mix,A mini-anime series featuring characters from the D4DJ Groovy Mix mobile game.,"['Music', 'Slice of Life']",['JP'],ja,ぷっちみく♪ D4DJ Petit Mix,2021-02-05,2021,756.0,67.92063492063492,1.4,1,8.0,755.0,68.0,ORIGINAL,False,120165,128563.0
49,哆啦A梦 一生に一度は100点を,,,['JP'],ja,哆啦A梦 一生に一度は100点を,2021-01-26,2021,0.0,0.0,0.698,0,0.0,,,,,117547,
50,Gintama: The Semi-Final,,"['Action', 'Comedy']",['JP'],ja,銀魂 THE SEMI-FINAL,2021-01-15,2021,4598.0,85.0,2.705,0,0.0,4598.0,85.0,MANGA,False,114211,126819.0
51,Wonder Egg Priority,"Ai, a young girl with shut-in tendencies, who tries not to interact with others. She keeps one of her eyes hidden behind her hair. One day, she happens to stop by a deserted arcade, where she meets ""Acca."" Spinning the gacha at their urging, she acquires a ""Wonder Egg,"" and from that moment, her fate begins to change...","['Action', 'Drama', 'Fantasy', 'Mystery', 'Psychological', 'Thriller']",['JP'],ja,ワンダーエッグ・プライオリティ,2021-01-13,2021,79870.0,81.99635908351071,54.362,4,9.3,79866.0,82.0,ORIGINAL,False,111255,124845.0
52,Bungo Stray Dogs Wan!,"The peaceful days of the very popular work Bungou Stray Dogs are here. The characters of the Armed Detective Agency and the Mafia are in miniature form?! Due to Atsushi and co. becoming cute, this is a different experience to the original work—a pleasant gag manga!","['Comedy', 'Slice of Life', 'Supernatural']",['JP'],ja,文豪ストレイドッグス わん!,2021-01-13,2021,1010.0,83.0,81.045,0,0.0,1010.0,83.0,ORIGINAL,False,110837,87401.0
53,Redo of Healer,"In a world of monsters, adventurers and magic, some of the most gifted healers are subjugated to brute force. Keyaru gains the ability to rewind time and turns the tables on those who’ve exploited him in this dark fantasy tale of vengeance and fury.","['Ecchi', 'Fantasy']",['JP'],ja,回復術士のやり直し,2021-01-13,2021,9192.0,56.77643603133159,112.144,230,9.1,8962.0,58.0,LIGHT_NOVEL,False,99071,100476.0
54,Azur Lane: Slow Ahead!,"This is a slightly peculiar world where the shipgirls live in. A lively and enjoyable school life for girls from different factions will begin at the naval port of Azur Lane. Living out their lives to the fullest, these girls get into various shenanigans—slowly but surely!",['Slice of Life'],['JP'],ja,アズールレーン びそくぜんしんっ!,2021-01-12,2021,431.0,75.50371229698375,71.462,3,4.7,428.0,76.0,VIDEO_GAME,False,109805,108547.0
55,WAVE!! -Let's go surfing!!-,Follow the story of these beach boys who learned to love the ultimate sport of surfing!,"['Slice of Life', 'Sports']",['JP'],ja,WAVE!!～サーフィンやっぺ!!～,2021-01-11,2021,12134.0,65.99530245590901,62.449,1,9.0,12133.0,66.0,OTHER,False,113780,111137.0
56,Mushoku Tensei: Jobless Reincarnation,"34-year-old virgin loser is kicked out of his home by his family and realized that his life is completely over. As he regrets wasting his life, a truck runs him over and he died. When he wakes up... He’s in a world of sword and sorcery! Reborn as a baby named Rudeus, he decides that this time, he’ll live a life he won’t regret!","['Adventure', 'Drama', 'Ecchi', 'Fantasy']",['JP'],ja,無職転生 ～異世界行ったら本気だす～,2021-01-11,2021,6205.0,83.84056406124094,68.236,13,7.9,6192.0,84.0,ORIGINAL,False,94664,85470.0
57,Ex-Arm,2014: Akira Natsume seems to almost have a phobia of electrical devices while also being very good at diagnosing them. He resolves to change himself for the better and get a girlfriend like his older brother did. ...But then Akira suddenly dies in an accident. 16 years later a special policewoman and her android partner retrieve and activate a highly advanced AI and superweapon called EX-ARM and put it into full control of their ship as a last resort. Turns out the AI is actually just Akira's brain!,,['JP'],ja,エクスアーム,2021-01-11,2021,2.0,5.5,89.345,2,5.5,,,,,92401,
58,SK8 the Infinity,"""S"" is a dangerous, top secret, no-holds-barred downhill skateboarding race down an abandoned mine. When avid skateboarder Reki takes Langa to the mountain where ""S"" is held, Langa, who’s never been on a skateboard in his life, finds himself sucked into the world of ""S"" and...?!","['Action', 'Comedy', 'Sports']",['JP'],ja,SK∞ エスケーエイト,2021-01-10,2021,72307.0,81.99900424578533,50.591,1,10.0,72306.0,82.0,ORIGINAL,False,110309,124153.0
59,Horimiya,"A secret life is the one thing they have in common. At school, Hori is a prim and perfect social butterfly, but the truth is she's a brash homebody. Meanwhile, under a gloomy facade, Miyamura hides a gentle heart, along with piercings and tattoos. In a chance meeting, they both reveal a side they've never shown. Could this blossom into something new?","['Comedy', 'Romance', 'Slice of Life']",['JP'],ja,ホリミヤ,2021-01-10,2021,46326.0,83.9804170444243,136.692,12,8.4,46314.0,84.0,ORIGINAL,False,110070,72451.0
60,Dr. Ramune: Mysterious Disease Specialist,"So long as people have hearts, there will be those with worries and concerns. Those hearts are then invaded by something strange, causing them to show strange physical symptoms. These ailments, called ""mysterious diseases,"" exist unseen to most people. Modern medicine offers no cure, but there is one doctor who fights these diseases along with his pupils. His name is Ramune. He looks nothing like a doctor, is foul-mouthed, and does whatever he pleases, but he has the ability to pinpoint the cause of the troubles hidden deep within his patients' hearts and cure their mysterious diseases.","['Drama', 'Psychological', 'Supernatural']",['JP'],ja,怪病医ラムネ,2021-01-10,2021,8686.0,66.99297720469721,60.767,1,6.0,8685.0,67.0,MANGA,False,108952,123779.0
61,Aikatsu Planet!,"Its story is set in Aikatsu Planet, a world where everyone can become cute idols using an avatar. While spending school life, the main characters are aiming to become top idols. Everyday parts such as the main character's school life will be filmed in live-action, and the Aikatsu Planet! world will be drawn in anime and 3DCG (like the previous series). The live-action part's cast members will form a unit ""STARRY PLANET*"" and perform as idols at events and on YouTube. A new Data Carddass game linked to the TV series, ""Data Carddass Aikatsu Planet!"" is also scheduled to begin its service this winter.",['Music'],['JP'],ja,アイカツプラネット！,2021-01-10,2021,588.0,67.0,2.162,0,0.0,588.0,67.0,ORIGINAL,False,107315,128872.0
62,Cells at Work! Code Black,"Alcohol, smoking, and stress—in the body subjected to these irritants, the cells responsible for maintaining life seem to fight a war that never ends. Due to a severe shortage of workers, Red Blood Cell AA2153 has to quickly learn to deliver oxygen and collect carbon dioxide, even in dangerous conditions. Meanwhile, White Blood Cell U-1196 has to do her part by dealing with germs and viruses during life-threatening situations. In the midst of these crises, they have to work together to keep the body healthy, despite not knowing if their sacrifices will be worthwhile. Cells at Work! Code Black takes a different approach by showing the grittier side of the jobs our cells perform.","['Action', 'Drama', 'Sci-Fi']",['JP'],ja,はたらく細胞BLACK,2021-01-10,2021,2467.0,74.91645723550872,14.195,3,6.3,2464.0,75.0,MANGA,False,101873,103586.0
63,Idoly Pride,"High school student Kotono Nagase moves into a dorm with nine other aspiring idols, who quickly realize it takes more than cute choreography and cute outfits to advance in the idol-ranking VENUS program... where the top spot is held by Kotono’s older sister.","['Drama', 'Music', 'Slice of Life', 'Supernatural']",['JP'],ja,IDOLY PRIDE,2021-01-10,2021,6065.0,64.97971970321517,27.483,2,3.5,6063.0,65.0,ORIGINAL,False,100935,113814.0
64,Kemono Jihen,"When a series of animal bodies that rot away after a single night begin appearing in a remote mountain village, Inugami, a detective from Tokyo who specializes in the occult, is called to investigate.

While working the case, he befriends a strange boy who works in the field every day instead of going to school. Shunned by his peers and nicknamed ""Dorotabō"" after a yokai that lives in the mud, he helps Inugami uncover the truth behind the killings – but supernatural forces are at work, and while Dorotabō is just a nickname, it might not be the only thing about the boy that isn't human.","['Action', 'Supernatural']",['JP'],ja,怪物事変,2021-01-10,2021,40198.0,74.99151699089506,90.499,5,6.8,40193.0,75.0,MANGA,False,100022,114085.0
65,Skate-Leading☆Stars,"Kensei Maeshima left figure skating behind, now only using his athleticism to help several high school teams. But his rival announces a shift to a team sport, bringing a kid familiar with Kensei’s past to offer him an invite to the world of skate-leading.","['Drama', 'Sports']",['JP'],ja,スケートリーディング☆スターズ,2021-01-10,2021,7644.0,62.991889063317636,29.245,1,1.0,7643.0,63.0,ORIGINAL,False,96042,113585.0
66,WIXOSS DIVA(A)LIVE,,[],['JP'],ja,WIXOSS DIVA(A)LIVE,2021-01-09,2021,2037.0,49.97790868924889,59.402,1,5.0,2036.0,50.0,OTHER,False,110371,116944.0
67,Scar on the Praeter,"In the wake of a rebellion in the Akatsuki Special Ward of Tokyo, agents known as the Scard rise up to become the protectors of peace. With Divine Tattoos that each possess unique powers, they’ll have to fight to preserve their own definitions of justice.","['Action', 'Fantasy', 'Sci-Fi']",['JP'],ja,プレイタの傷,2021-01-09,2021,5024.0,48.0,25.26,0,0.0,5024.0,48.0,ORIGINAL,False,108977,123785.0
68,The Hidden Dungeon Only I Can Enter,"The Hidden Dungeon is a place of legend where rare treasures and items are hidden. Nor, the third son of an impoverished noble family who's lost the one job offer he had, was lucky enough to hear about this dungeon. He then acquires a skill that allows him to create, bestow, and edit skills... and in order to use it, he needs to accumulate points by carrying out such tasks as eating delicious meals and doing sexual things with alluring members of the opposite sex.","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']",['JP'],ja,俺だけ入れる隠しダンジョン ～こっそり鍛えて世界最強～,2021-01-09,2021,3130.0,62.783003194888174,172.443,12,6.4,3118.0,63.0,LIGHT_NOVEL,False,103157,103850.0
69,Back Arrow,"Lingalind is a land enclosed by the Wall. The Wall covers, protects, cultivates, and nurtures the land. One day in Edger, a village on the outskirts of Lingalind, a mysterious man named Back Arrow appears. Arrow has lost his memory, but he claims that all he knows is that ""I came from outside the Wall.”","['Action', 'Adventure', 'Fantasy', 'Mecha', 'Sci-Fi']",['JP'],ja,バック・アロウ,2021-01-09,2021,6638.0,54.992919554082555,58.75,1,8.0,6637.0,55.0,ORIGINAL,False,96942,114307.0
70,Idolls!,Go for Hoi Hoi Hall! This is the passionate but relaxed 10 day story of struggling idols who fight to fill a 100 seat concert hall!,['Music'],['JP'],ja,アイドールズ！,2021-01-08,2021,1110.0,48.0,37.693,0,0.0,1110.0,48.0,ORIGINAL,False,110792,124555.0
71,2.43: Seiin High School Boys Volleyball Team,"Kimichika Haijima was a strong junior high school volleyball team member. After getting into trouble with the team, he moved to his mother's hometown and reunites with his childhood friend, Yuni Kuroba. The two become an ace pair at volleyball, but in their last tournament, get into a big fight. Will they ever play volleyball together again?","['Drama', 'Slice of Life', 'Sports']",['JP'],ja,2.43 清陰高校男子バレー部,2021-01-08,2021,27116.0,62.992004720460244,68.221,4,8.8,27112.0,63.0,OTHER,False,105004,113231.0
72,"So I'm a Spider, So What?","I, the protagonist, was just an ordinary high school girl, but suddenly I was reincarnated as a spider monster in a fantasy world. Not only that, but I awakened in a dungeon filled with vicious monsters. Armed with only my human knowledge and my overwhelming positivity, I'm forced to use spiderwebs and traps to defeat far stronger monsters just to stay alive... So begins the labyrinth survival story of a girl with incredible mental strength living as one of the lowest-ranked beasts!","['Adventure', 'Comedy', 'Fantasy']",['JP'],ja,蜘蛛ですが、なにか？,2021-01-08,2021,2602.0,82.85280553420446,60.776,5,6.4,2597.0,83.0,ORIGINAL,False,99618,86406.0
73,Bottom-tier Character Tomozaki,"Tomozaki is one of the best gamers in Japan, and in his opinion, the game of real life is one of the worst. No clear-cut rules for success, horribly balanced, and nothing makes sense. But then he meets a gamer who's just as good as him, and she offers to teach him a few exploits...","['Comedy', 'Romance', 'Slice of Life']",['JP'],ja,弱キャラ友崎くん,2021-01-08,2021,1473.0,77.90156143923964,66.055,2,5.5,1471.0,78.0,ORIGINAL,False,99083,99758.0
74,ABCiee Working Diary,"ABCiee is a bit klutzy and ditsy, but he's full of spunk and he starts his dream job at a TV station! This is a work comedy filled with all kinds of hijinks! ""I never knew it was so hard working at a TV station, ciee!"" Despite having to face the unknown rules of the TV business, unique coworkers, and guest stars who have very particular quirks, ABCiee takes them head on with his positivity. Work, love, family, whatever goes!! Please watch over ABCiee as he takes on the TV business.",['Comedy'],['JP'],ja,エビシー修業日記,2021-01-07,2021,419.0,48.0,10.476,0,0.0,419.0,48.0,OTHER,False,112895,127692.0
75,Show By Rock!! Stars!!,,['Music'],['JP'],ja,SHOW BY ROCK!! STARS!!,2021-01-07,2021,2030.0,72.0,4.354,0,0.0,2030.0,72.0,VIDEO_GAME,False,110651,113476.0
